	Female_FB_FB_M1	Female_FB_FB_M2	Female_FB_FB_M3	Female_FB_FB_M4	Female_FB_FB_M5	Female_FB_FB_M6	Female_FB_FB_M7	Female_HFC_HFC_M1	Female_HFC_HFC_M2	Female_HFC_HFC_M3	Female_HFC_HFC_M4	Female_KC_Channel_KC_Channel_M1	Female_KC_Channel_KC_Channel_M2	Female_KC_KC_M1	Female_KC_KC_M2	Female_KC_KC_M3	Female_KC_KC_M4	Female_KC_KC_M5	Female_KC_KC_M6	Female_LC_LC_M1	Female_LC_LC_M2	Female_LC_LC_M3	Female_LC_LC_M4	Female_MEL_MEL_M1	Female_Mac-DC_Mac-DC_M1	Female_Mac-DC_Mac-DC_M2	Female_Mast_Mast_M1	Female_Mast_Mast_M2	Female_Mast_Mast_M3	Female_Mast_Mast_M4	Female_Mast_Mast_M5	Female_Mast_Mast_M6	Female_Pc-vSMC_Pc-vSMC_M1	Female_Pc-vSMC_Pc-vSMC_M2	Female_SGC_SGC_M1	Female_SGC_SGC_M2	Female_Schwann_Schwann_M1	Male_FB_FB_M1	Male_FB_FB_M2	Male_FB_FB_M3	Male_FB_FB_M4	Male_FB_FB_M5	Male_FB_FB_M6	Male_FB_FB_M7	Male_FB_FB_M8	Male_KC_KC_M1	Male_KC_KC_M2	Male_KC_KC_M3	Male_KC_KC_M4	Male_KC_KC_M5	Male_MEL_MEL_M1	Male_MEL_MEL_M2	Male_Mac-DC_Mac-DC_M1	Male_Pc-vSMC_Pc-vSMC_M1	Male_Schwann_Schwann_M1	Male_Schwann_Schwann_M2	Male_Schwann_Schwann_M3	Male_Schwann_Schwann_M4	Male_Schwann_Schwann_M5	FB	HFC	KC	KC_Channel	LC	LEC	Lymphocyte	Mac-DC	Mast	MEC	MEL	Pc-vSMC	Schwann	Sebocyte	SGC	VEC	arteriole.ECs	Basal.Ker.ADGRL3	Basal.Ker.COL17A1	capillary.ECs	cDC1	cDC2	Channel-ATPase_1	Channel-ATPase_2	Channel-ATPase_3	Channel-gap_1	Channel-gap_2	Clear.cell.CA2	Clear.cell.WFDC2	cytotoxic T cells	Dark.cell.MUCL1	EMT.ECs	Granular.Ker	helper T cells	HF-MFCs	HF-MSCs	HF-PCs	Hillock-Club.Epi	ILC3	IRS	KC.Mel	LC1	LC2	LEC1	LEC2	M1	M2	Mel_1	Mel_2	Memory B cells	Merkel	Mesenchymal.Fb	Mesenchymal.Fb.COCH	Mesenchymal.Fb.FGFBP2	Mesenchymal.Fb.INHBA	MigDC	MigLC	Monocytes	NKT cells	ORS	Papillary.Fb	Pc1	Pc2	Pc3	Plasma cells	post-capillary-venule.ECs	Pro-inflammatory.Fb	Progenitor.Mel	Proliferating.Ker	Regulatory T cells	SCs_1	SCs_2	Spinous.Ker	Spinous.Ker.ADGRL3	Sweat_gland_duct_cell	Transitional.Ker	venule.ECs	vSMC1	vSMC2
Female_HFC_HFC_M4	0.000790	0.944738	0.068194	0.037898	0.004896	0.795864	0.052682	0.000220	0.000003	0.000000	0.000000	0.140315	0.316188	0.178162	0.647161	0.045659	0.020785	0.314860	0.141861	0.642216	0.001516	0.002079	0.004223	0.011028	0.943641	0.653689	0.494621	0.124682	0.850868	0.555929	0.690048	0.248406	0.057528	0.107174	0.000104	0.079289	0.486729	0.001781	0.039793	0.122418	0.006339	0.068497	0.141179	0.000010	0.031203	0.716478	0.025354	0.052571	0.960949	0.003760	0.566813	0.000719	0.056679	0.011239	0.771694	0.134995	0.221099	0.057262	0.361345	0.147413	0.044555	0.757263	0.412136	0.266438	0.007838	0.582716	0.000688	0.003529	0.229793	0.179029	0.010809	0.172984	0.353843	0.101752	0.755426	0.814462	0.217062	0.627774	0.729000	0.322888	0.129604	0.179249	0.954041	0.185524	0.861867	0.088837	0.285335	0.830116	0.023507	0.281762	0.794336	0.542064	0.860145	0.407880	0.332657	0.612545	0.237155	0.798578	0.469165	0.896422	0.352763	0.155745	0.156562	0.001615	0.632329	0.000075	0.142608	0.214767	0.872546	0.435808	0.000459	0.026543	0.181823	0.059412	0.836450	0.190818	0.083770	0.385104	0.125738	0.796586	0.260361	0.081267	0.395509	0.515499	0.578426	0.261381	0.585086	0.816181	0.844481	0.169923	0.393442	0.278119	0.287677	0.076783	0.852946	0.306037	0.011030	0.004928
Female_KC_Channel_KC_Channel_M1	0.000000	0.002633	0.000069	0.000000	0.000185	0.242565	0.000000	0.000208	0.343138	0.081098	0.140315	0.000000	0.003486	0.000000	0.000062	0.000000	0.000000	0.000010	0.847863	0.880218	0.000025	0.000002	0.000272	0.000100	0.809014	0.825932	0.064717	0.001720	0.075786	0.081504	0.015565	0.000756	0.000000	0.000002	0.000324	0.087629	0.806349	0.011359	0.693296	0.668219	0.148238	0.023957	0.774937	0.000102	0.126615	0.000007	0.079664	0.613362	0.000072	0.444876	0.071716	0.563296	0.039322	0.000864	0.012012	0.624724	0.457098	0.011293	0.627798	0.010314	0.000358	0.000000	0.000220	0.000000	0.452170	0.013098	0.070457	0.001738	0.052066	0.000000	0.001413	0.428831	0.985450	0.007062	0.010692	0.126164	0.000000	0.823260	0.263564	0.881569	0.464467	0.002225	0.021814	0.008640	0.019024	0.002252	0.055707	0.028138	0.827633	0.008500	0.454487	0.003688	0.002649	0.000187	0.014531	0.002928	0.581498	0.414876	0.710721	0.027006	0.000031	0.000011	0.580181	0.405201	0.075523	0.005553	0.000257	0.000009	0.055069	0.918922	0.016081	0.003412	0.000492	0.004118	0.430679	0.000000	0.528839	0.557426	0.007583	0.329706	0.534924	0.105525	0.495485	0.408196	0.047100	0.013364	0.349536	0.000000	0.006662	0.358968	0.230022	0.000409	0.000000	0.047997	0.052579	0.000870	0.000008	0.001469
Female_KC_Channel_KC_Channel_M2	0.000002	0.033726	0.000173	0.000003	0.000001	0.005789	0.000000	0.497601	0.061569	0.882482	0.316188	0.003486	0.000000	0.000000	0.000001	0.000000	0.000000	0.000000	0.462024	0.159829	0.034448	0.116383	0.070552	0.000002	0.099305	0.563938	0.627782	0.006002	0.776133	0.940080	0.310195	0.608560	0.000000	0.000001	0.143178	0.000000	0.676599	0.811320	0.177004	0.383569	0.998633	0.296990	0.026088	0.002135	0.052662	0.025125	0.316660	0.142563	0.000003	0.212304	0.351204	0.368098	0.136718	0.032235	0.654894	0.573986	0.548895	0.325353	0.285110	0.478370	0.003123	0.642288	0.047743	0.000506	0.681515	0.000042	0.044342	0.027508	0.746187	0.003668	0.569735	0.131630	0.707820	0.056655	0.029877	0.913831	0.000002	0.000132	0.903093	0.001805	0.662016	0.082095	0.814100	0.000178	0.000108	0.000015	0.056583	0.199257	0.097516	0.065704	0.882435	0.932917	0.000022	0.014394	0.022185	0.000729	0.879898	0.438884	0.350221	0.680803	0.004513	0.000562	0.579135	0.942210	0.010219	0.085964	0.001319	0.008663	0.985517	0.169366	0.008110	0.293535	0.028170	0.000501	0.057022	0.001904	0.923179	0.532984	0.000027	0.192212	0.414551	0.025505	0.323254	0.579123	0.095594	0.798258	0.256768	0.986537	0.001324	0.201581	0.197211	0.531220	0.000000	0.061680	0.807960	0.000001	0.465142	0.360767
Female_KC_KC_M1	0.000000	0.000065	0.000000	0.000000	0.000000	0.000136	0.000000	0.000016	0.425229	0.001635	0.178162	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.351540	0.182828	0.003751	0.001209	0.002428	0.000000	0.418374	0.426013	0.345059	0.004370	0.893382	0.528572	0.398069	0.112827	0.000000	0.000000	0.000003	0.000069	0.958532	0.047669	0.361141	0.240839	0.432082	0.568195	0.210323	0.000019	0.171541	0.033690	0.289896	0.812475	0.000000	0.765387	0.562086	0.137937	0.046233	0.003227	0.220312	0.710600	0.464599	0.082964	0.110077	0.792672	0.000000	0.498118	0.001657	0.000000	0.468325	0.000000	0.741887	0.390516	0.744227	0.000004	0.250872	0.501973	0.341027	0.037714	0.017807	0.997990	0.000000	0.002785	0.654470	0.010868	0.595382	0.023307	0.061791	0.025980	0.002255	0.000143	0.160156	0.095124	0.360423	0.031361	0.881444	0.631771	0.000000	0.000000	0.000661	0.000000	0.963408	0.581095	0.995306	0.747749	0.000138	0.000000	0.885982	0.144118	0.024519	0.286700	0.000000	0.000123	0.828615	0.405812	0.624063	0.000001	0.010101	0.000000	0.003249	0.000006	0.721135	0.527087	0.000001	0.300638	0.635816	0.698275	0.364852	0.363321	0.013283	0.489364	0.277816	0.410246	0.000000	0.502724	0.360535	0.180621	0.000000	0.072218	0.624075	0.000501	0.019981	0.206160
Female_KC_KC_M2	0.000058	0.000000	0.000000	0.000625	0.000003	0.000000	0.000000	0.088577	0.065051	0.306942	0.647161	0.000062	0.000001	0.000000	0.000000	0.000042	0.000000	0.000000	0.000178	0.039277	0.761393	0.197547	0.727857	0.000110	0.191338	0.560762	0.130260	0.204413	0.444490	0.411475	0.819739	0.559179	0.005618	0.063341	0.000008	0.000000	0.032896	0.106693	0.153451	0.000038	0.000541	0.007976	0.089070	0.911400	0.006276	0.000037	0.000720	0.000001	0.000000	0.000199	0.029914	0.040090	0.739286	0.616747	0.124964	0.006748	0.468383	0.430452	0.901678	0.442212	0.000000	0.365448	0.252629	0.000170	0.052970	0.000068	0.941121	0.603336	0.942119	0.000000	0.135854	0.167589	0.792178	0.250657	0.899624	0.211903	0.000000	0.000030	0.888664	0.277700	0.075076	0.217982	0.785504	0.564899	0.409748	0.017337	0.575044	0.527100	0.337368	0.150954	0.157536	0.341960	0.000013	0.000003	0.000956	0.000060	0.807612	0.209926	0.901901	0.446687	0.029126	0.000001	0.042617	0.288995	0.000495	0.995018	0.000000	0.000045	0.351920	0.622275	0.626925	0.010887	0.133150	0.000016	0.083272	0.002359	0.419890	0.303919	0.000013	0.003864	0.007061	0.378796	0.748769	0.267200	0.756544	0.550552	0.189366	0.003361	0.000029	0.227391	0.229719	0.850455	0.000000	0.363977	0.586290	0.113262	0.267579	0.871476
Female_KC_KC_M3	0.000000	0.089448	0.000772	0.000000	0.000031	0.926212	0.000000	0.000815	0.109410	0.020107	0.045659	0.000000	0.000000	0.000000	0.000042	0.000000	0.000000	0.000000	0.000449	0.034134	0.000000	0.000000	0.000000	0.000002	0.159275	0.094950	0.528708	0.000005	0.838456	0.661573	0.119691	0.007382	0.000000	0.000000	0.007808	0.041779	0.282544	0.219278	0.902683	0.687554	0.081133	0.035585	0.040994	0.000051	0.000104	0.000776	0.235682	0.430942	0.000032	0.563897	0.519572	0.433559	0.046809	0.000736	0.576611	0.607106	0.118749	0.582297	0.831813	0.528698	0.000533	0.145662	0.000002	0.000035	0.775151	0.000110	0.347075	0.775563	0.071452	0.000934	0.487207	0.103200	0.798789	0.000048	0.011389	0.681216	0.000106	0.009045	0.657412	0.020977	0.268097	0.000072	0.084311	0.000000	0.000000	0.000000	0.000053	0.004752	0.233561	0.000120	0.311024	0.161527	0.000049	0.004008	0.015584	0.001775	0.986126	0.613972	0.139782	0.735781	0.002218	0.008387	0.888568	0.670707	0.320278	0.897311	0.009193	0.001016	0.923730	0.390899	0.450688	0.007326	0.000001	0.000234	0.082216	0.000355	0.621935	0.735864	0.001870	0.878706	0.144475	0.115743	0.231135	0.837232	0.074362	0.112856	0.553214	0.544959	0.000184	0.101574	0.267067	0.162088	0.000080	0.000330	0.251122	0.000000	0.001055	0.063888
Female_KC_KC_M4	0.000000	0.002183	0.000001	0.000000	0.000000	0.205900	0.000000	0.000044	0.076753	0.008396	0.020785	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.047310	0.551615	0.000000	0.000000	0.000000	0.000000	0.286682	0.525781	0.921221	0.000071	0.764366	0.398891	0.038164	0.000258	0.000000	0.000000	0.000169	0.039004	0.872893	0.496417	0.379953	0.151654	0.491017	0.013435	0.390272	0.000722	0.031140	0.000000	0.017206	0.172944	0.000000	0.972334	0.070927	0.987548	0.093831	0.014598	0.129210	0.220183	0.201384	0.544744	0.653077	0.064328	0.000002	0.003378	0.000006	0.000001	0.837087	0.000079	0.700993	0.054924	0.137763	0.000008	0.065382	0.151168	0.625829	0.000439	0.006448	0.276175	0.000000	0.071492	0.572345	0.227847	0.926407	0.000146	0.051576	0.000039	0.000021	0.000000	0.001591	0.017196	0.307972	0.000521	0.402803	0.013507	0.000022	0.000011	0.002017	0.000112	0.757364	0.466708	0.407404	0.252313	0.000761	0.000068	0.684632	0.830645	0.050972	0.131084	0.000270	0.000064	0.316623	0.531967	0.375619	0.002133	0.000003	0.000022	0.037951	0.000040	0.708599	0.247859	0.000089	0.367190	0.909567	0.970624	0.879812	0.511264	0.094142	0.024852	0.465417	0.012317	0.000093	0.139838	0.220239	0.062063	0.000000	0.001324	0.248017	0.000000	0.000266	0.087123
Female_KC_KC_M5	0.000000	0.000102	0.000000	0.000000	0.000000	0.000000	0.000000	0.008757	0.538334	0.050874	0.314860	0.000010	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.117274	0.100022	0.159805	0.130092	0.096272	0.000000	0.447085	0.177122	0.343867	0.029424	0.789288	0.252080	0.374348	0.482859	0.000000	0.000007	0.000005	0.000000	0.235259	0.311696	0.252881	0.157724	0.550495	0.432160	0.221329	0.002861	0.961252	0.027333	0.388019	0.204653	0.000000	0.114270	0.489345	0.383852	0.046930	0.036972	0.116233	0.342894	0.436196	0.380905	0.484781	0.962094	0.000000	0.966408	0.036977	0.000000	0.925075	0.000000	0.577015	0.947306	0.665559	0.000001	0.416642	0.229642	0.805173	0.028464	0.264127	0.198740	0.000000	0.000423	0.866180	0.017363	0.952063	0.074751	0.368935	0.093435	0.031150	0.000679	0.182543	0.106685	0.164848	0.015368	0.498871	0.538524	0.000000	0.000001	0.000726	0.000000	0.214018	0.351547	0.968728	0.910711	0.001143	0.000000	0.449114	0.283401	0.007991	0.664378	0.000000	0.000092	0.609368	0.254975	0.851143	0.000309	0.039527	0.000000	0.002099	0.000031	0.887783	0.247384	0.000001	0.032807	0.314297	0.608301	0.656174	0.246783	0.314653	0.914427	0.225365	0.213572	0.000000	0.340647	0.167857	0.100354	0.000000	0.079093	0.688419	0.002436	0.283314	0.378745
Female_KC_KC_M6	0.410809	0.000000	0.008438	0.415290	0.492898	0.000000	0.314287	0.284828	0.003590	0.716920	0.141861	0.847863	0.462024	0.351540	0.000178	0.000449	0.047310	0.117274	0.000000	0.000071	0.000000	0.001128	0.000000	0.763718	0.582921	0.801850	0.000007	0.001023	0.017552	0.189983	0.531790	0.195577	0.036387	0.000419	0.031943	0.000345	0.015142	0.107392	0.238692	0.000008	0.000019	0.229091	0.000001	0.001755	0.000000	0.581194	0.075275	0.000613	0.059829	0.000048	0.365179	0.027044	0.023348	0.023317	0.093299	0.007655	0.429529	0.025887	0.737541	0.612922	0.000168	0.850601	0.021109	0.388104	0.394228	0.374236	0.407474	0.270105	0.047109	0.073017	0.311267	0.636275	0.521011	0.027269	0.455913	0.399619	0.009589	0.864426	0.354101	0.685229	0.003561	0.019191	0.520964	0.000446	0.001246	0.157709	0.006790	0.239330	0.885819	0.039514	0.444049	0.101997	0.241324	0.000050	0.000910	0.001753	0.930527	0.245012	0.670955	0.932881	0.161935	0.032304	0.531061	0.354397	0.125640	0.642899	0.002469	0.245289	0.543291	0.880337	0.856833	0.215845	0.056503	0.280018	0.341334	0.367020	0.897027	0.884884	0.001212	0.004877	0.000034	0.024903	0.698175	0.285077	0.942273	0.975828	0.543325	0.023443	0.205036	0.623896	0.853791	0.232472	0.008519	0.027334	0.255462	0.000166	0.185060	0.121685
Female_LC_LC_M1	0.622266	0.170140	0.095388	0.868674	0.294540	0.008393	0.855329	0.089263	0.716714	0.094301	0.642216	0.880218	0.159829	0.182828	0.039277	0.034134	0.551615	0.100022	0.000071	0.000000	0.074624	0.432654	0.354135	0.440660	0.066456	0.013240	0.185201	0.054730	0.856014	0.222039	0.793482	0.099154	0.763564	0.997669	0.044474	0.016992	0.010211	0.758768	0.564277	0.268621	0.296902	0.741620	0.228485	0.499234	0.009437	0.891097	0.594269	0.528803	0.170753	0.251667	0.947982	0.769245	0.726828	0.709800	0.041965	0.183647	0.079781	0.296310	0.648602	0.118049	0.000211	0.369787	0.743254	0.630597	0.892898	0.040007	0.086435	0.081441	0.606947	0.316266	0.207174	0.901596	0.837925	0.765399	0.579569	0.367683	0.046588	0.148312	0.695862	0.478935	0.548779	0.821683	0.161369	0.027528	0.104932	0.130267	0.916845	0.868813	0.164735	0.644378	0.013487	0.243178	0.039832	0.000727	0.145676	0.000353	0.617031	0.106555	0.914464	0.106937	0.737898	0.022578	0.470597	0.119970	0.282179	0.008425	0.102033	0.266185	0.763308	0.485482	0.041773	0.272928	0.148944	0.092462	0.005073	0.862559	0.522406	0.149008	0.012630	0.187207	0.034237	0.446181	0.903749	0.150712	0.763925	0.691744	0.602134	0.078479	0.090812	0.819265	0.897293	0.459052	0.171307	0.166055	0.145832	0.035064	0.444814	0.649395
Female_LC_LC_M2	0.000001	0.417475	0.239852	0.000000	0.015470	0.001019	0.000000	0.002538	0.000117	0.009693	0.001516	0.000025	0.034448	0.003751	0.761393	0.000000	0.000000	0.159805	0.000000	0.074624	0.000000	0.000000	0.000000	0.015095	0.941947	0.378048	0.016403	0.000019	0.130450	0.836305	0.035335	0.000362	0.000000	0.000000	0.067031	0.190659	0.202165	0.005522	0.670361	0.034812	0.000015	0.737640	0.004333	0.000005	0.000001	0.048200	0.562959	0.051150	0.511831	0.000570	0.951755	0.017635	0.008371	0.000037	0.698587	0.247624	0.418363	0.206344	0.359053	0.044185	0.492391	0.019657	0.000000	0.003715	0.245733	0.307887	0.098821	0.064977	0.001391	0.067050	0.056422	0.126054	0.404607	0.000038	0.003224	0.101887	0.202091	0.893832	0.915721	0.788647	0.401436	0.000002	0.014753	0.000000	0.000041	0.000007	0.000035	0.010050	0.707590	0.000190	0.195041	0.049919	0.204660	0.810656	0.788813	0.912365	0.842297	0.502458	0.968828	0.612512	0.084917	0.685401	0.338802	0.280570	0.937829	0.001699	0.357635	0.041777	0.948887	0.692737	0.029375	0.307003	0.000000	0.116981	0.634863	0.009748	0.815976	0.460078	0.972810	0.052999	0.124190	0.774161	0.974473	0.458244	0.009412	0.003686	0.876660	0.774362	0.183213	0.066860	0.529368	0.025521	0.221541	0.000001	0.027581	0.000005	0.000012	0.000770
Female_LC_LC_M3	0.000001	0.227062	0.076038	0.000000	0.013611	0.020735	0.000001	0.000514	0.002821	0.003590	0.002079	0.000002	0.116383	0.001209	0.197547	0.000000	0.000000	0.130092	0.001128	0.432654	0.000000	0.000000	0.000000	0.022915	0.777617	0.100559	0.509943	0.000009	0.419574	0.701930	0.159645	0.000426	0.000002	0.000001	0.004743	0.190435	0.497932	0.009615	0.971145	0.847584	0.000774	0.403017	0.209058	0.000095	0.000206	0.040774	0.988701	0.293721	0.379894	0.001568	0.602422	0.086179	0.035508	0.000335	0.130684	0.633628	0.186893	0.520586	0.463012	0.003800	0.034990	0.013825	0.000001	0.004756	0.189793	0.171131	0.014711	0.004250	0.016078	0.051633	0.003395	0.036710	0.525148	0.000486	0.016022	0.327997	0.067530	0.888203	0.891941	0.781896	0.898531	0.000035	0.010815	0.000005	0.001681	0.000002	0.000424	0.010497	0.714793	0.002710	0.043801	0.070634	0.084512	0.090571	0.148206	0.057282	0.943453	0.759160	0.354901	0.468205	0.014870	0.311784	0.188753	0.415081	0.687152	0.000162	0.158412	0.056872	0.990007	0.610750	0.004785	0.329203	0.000000	0.028054	0.895879	0.024657	0.667884	0.659360	0.189508	0.250360	0.994165	0.309218	0.578588	0.405925	0.010712	0.000214	0.727605	0.376259	0.071118	0.014095	0.293481	0.024436	0.110805	0.000007	0.027675	0.001440	0.000001	0.000873
Female_LC_LC_M4	0.000001	0.082067	0.146784	0.000011	0.015491	0.006569	0.000001	0.000593	0.000002	0.006093	0.004223	0.000272	0.070552	0.002428	0.727857	0.000000	0.000000	0.096272	0.000000	0.354135	0.000000	0.000000	0.000000	0.001899	0.826411	0.618802	0.003922	0.001448	0.055366	0.704183	0.033886	0.000573	0.000017	0.000000	0.243250	0.746693	0.445203	0.058069	0.730051	0.011387	0.000503	0.421606	0.004160	0.000133	0.000139	0.013689	0.900442	0.108190	0.147693	0.029954	0.616056	0.079455	0.069887	0.001533	0.859840	0.106070	0.855558	0.708610	0.147548	0.439952	0.359889	0.034956	0.000000	0.003797	0.725120	0.279484	0.339511	0.146143	0.002596	0.022396	0.353474	0.921601	0.251418	0.000040	0.007289	0.119423	0.191895	0.671331	0.579451	0.667896	0.401616	0.000031	0.000981	0.000050	0.000120	0.000325	0.000295	0.023356	0.912808	0.000029	0.378469	0.191750	0.243887	0.889770	0.594396	0.800238	0.618413	0.227566	0.357040	0.502809	0.548427	0.268682	0.972736	0.443364	0.656184	0.030224	0.227861	0.003486	0.368682	0.774110	0.329781	0.105554	0.000002	0.094885	0.747312	0.002565	0.957412	0.259698	0.592980	0.011824	0.070840	0.356913	0.933215	0.566069	0.052745	0.051388	0.760783	0.672688	0.272629	0.733315	0.868530	0.071038	0.203106	0.000025	0.095220	0.000009	0.001774	0.014535
Female_MEL_MEL_M1	0.000000	0.010454	0.000000	0.000002	0.000000	0.002341	0.000000	0.000005	0.015606	0.000122	0.011028	0.000100	0.000002	0.000000	0.000110	0.000002	0.000000	0.000000	0.763718	0.440660	0.015095	0.022915	0.001899	0.000000	0.922901	0.274355	0.883195	0.006712	0.856082	0.946896	0.364379	0.186462	0.000001	0.000001	0.000285	0.003532	0.938168	0.009370	0.006085	0.830877	0.126831	0.273436	0.000907	0.000000	0.005805	0.527758	0.295579	0.159492	0.000000	0.157554	0.025090	0.007141	0.003469	0.003651	0.168658	0.542544	0.785522	0.135391	0.064819	0.754657	0.000000	0.826771	0.075942	0.000042	0.003585	0.000001	0.694761	0.482829	0.324378	0.005184	0.880089	0.786791	0.557204	0.806795	0.317900	0.536781	0.000000	0.005917	0.582909	0.051276	0.881608	0.282564	0.355853	0.086194	0.042176	0.000224	0.738193	0.690202	0.575915	0.599396	0.371684	0.677139	0.000000	0.000024	0.000735	0.000000	0.593075	0.827038	0.969080	0.614000	0.003479	0.000004	0.031254	0.002023	0.031093	0.099338	0.000000	0.059397	0.416595	0.256273	0.273971	0.000002	0.058063	0.000000	0.000059	0.001405	0.140030	0.875290	0.000013	0.226572	0.554089	0.510676	0.182441	0.819290	0.143566	0.308475	0.609823	0.720988	0.000016	0.667954	0.798306	0.095404	0.000002	0.199972	0.586143	0.029073	0.593351	0.128320
Female_Mac-DC_Mac-DC_M1	0.369594	0.272730	0.440665	0.200179	0.442832	0.344845	0.389957	0.165474	0.722509	0.600595	0.943641	0.809014	0.099305	0.418374	0.191338	0.159275	0.286682	0.447085	0.582921	0.066456	0.941947	0.777617	0.826411	0.922901	0.000000	0.921097	0.255600	0.688685	0.052831	0.160944	0.008034	0.062008	0.393531	0.651582	0.513357	0.447142	0.372533	0.000218	0.016070	0.260378	0.002705	0.010139	0.971538	0.018244	0.605372	0.003467	0.000811	0.002834	0.017566	0.004667	0.003547	0.006621	0.000000	0.002222	0.005711	0.608578	0.094293	0.860314	0.096137	0.000001	0.715139	0.039162	0.234160	0.692381	0.000233	0.394565	0.000002	0.001149	0.782973	0.892081	0.000604	0.013016	0.605957	0.747381	0.746452	0.889295	0.503882	0.000135	0.958239	0.001419	0.034868	0.105407	0.467302	0.042190	0.004072	0.015824	0.962186	0.805398	0.249699	0.577666	0.295091	0.524325	0.717764	0.243776	0.408230	0.596945	0.269312	0.573945	0.952099	0.945119	0.388669	0.917337	0.002577	0.000867	0.454963	0.000000	0.613728	0.878873	0.392745	0.388487	0.000004	0.266872	0.572049	0.878750	0.473971	0.958033	0.232840	0.963592	0.218371	0.030315	0.071129	0.005092	0.805036	0.585784	0.214446	0.000023	0.931631	0.229376	0.144145	0.016458	0.071243	0.155692	0.916474	0.937075	0.218357	0.146960	0.013096	0.000818
Female_Mac-DC_Mac-DC_M2	0.509160	0.016457	0.496180	0.546859	0.241333	0.124443	0.334221	0.704319	0.701764	0.567811	0.653689	0.825932	0.563938	0.426013	0.560762	0.094950	0.525781	0.177122	0.801850	0.013240	0.378048	0.100559	0.618802	0.274355	0.921097	0.000000	0.014626	0.605730	0.007729	0.139904	0.358131	0.823596	0.456543	0.994004	0.376852	0.141759	0.415450	0.163019	0.100247	0.001883	0.382646	0.010827	0.006486	0.278219	0.782637	0.347536	0.100938	0.056999	0.432233	0.174642	0.192794	0.033564	0.572436	0.717714	0.842964	0.059143	0.070585	0.443902	0.370863	0.702292	0.917308	0.349989	0.239266	0.082206	0.347473	0.854185	0.906284	0.536133	0.562981	0.017545	0.473298	0.931286	0.023606	0.574128	0.342195	0.816994	0.166817	0.539785	0.772722	0.995087	0.203393	0.337236	0.698933	0.077238	0.155132	0.644433	0.280894	0.503205	0.248662	0.801292	0.028365	0.260319	0.846597	0.442870	0.335948	0.620985	0.414371	0.772817	0.377280	0.468529	0.917539	0.176010	0.914255	0.015667	0.000400	0.126788	0.051012	0.024526	0.262023	0.363881	0.135654	0.417805	0.152356	0.932387	0.992498	0.034356	0.412739	0.770469	0.185388	0.815352	0.858482	0.461640	0.057547	0.089045	0.320403	0.165972	0.031941	0.908075	0.639544	0.968782	0.459305	0.032840	0.051305	0.504900	0.362211	0.126324	0.943568	0.254402
Female_Mast_Mast_M1	0.646806	0.000001	0.024668	0.333934	0.962428	0.024869	0.618507	0.532173	0.255964	0.778766	0.494621	0.064717	0.627782	0.345059	0.130260	0.528708	0.921221	0.343867	0.000007	0.185201	0.016403	0.509943	0.003922	0.883195	0.255600	0.014626	0.000000	0.002541	0.000000	0.000000	0.616293	0.600394	0.850880	0.157781	0.561529	0.179772	0.026025	0.715471	0.562756	0.000749	0.091024	0.054264	0.000002	0.364782	0.020082	0.942809	0.248601	0.065840	0.209080	0.036376	0.315619	0.082303	0.931520	0.940650	0.001415	0.001871	0.723270	0.015863	0.587378	0.018922	0.052929	0.008017	0.845570	0.591433	0.595698	0.986539	0.321444	0.029346	0.619833	0.166486	0.015630	0.303248	0.904010	0.389843	0.706163	0.921751	0.111856	0.070332	0.230438	0.104257	0.067471	0.460070	0.275530	0.196032	0.087931	0.483499	0.245045	0.980187	0.624586	0.370685	0.308884	0.658298	0.834574	0.023699	0.192035	0.048059	0.441384	0.178510	0.301355	0.061309	0.318768	0.342417	0.149178	0.222704	0.222172	0.953348	0.272729	0.424503	0.130655	0.116468	0.512001	0.511231	0.750154	0.920456	0.792841	0.722698	0.314575	0.919516	0.585445	0.009218	0.003829	0.004517	0.509104	0.808244	0.264860	0.030891	0.922084	0.001250	0.562066	0.221830	0.445945	0.097814	0.015894	0.185055	0.276098	0.020924	0.268347	0.612785
